time_s,theta_rad,theta_dot_rad_s,alpha_rad,alpha_dot_rad_s,pwm,mode,blend,action_norm,policy_raw
0.0,0.04558053762674198,0.0,-2.971210818355863,0.0,120.0,1,0.0,-0.5678339409303659,-0.6443201899528503
0.005,0.04870139151517922,0.05340922953671612,-2.967239551034473,0.0684333983499208,120.0,1,0.0,-0.5572142552880839,-0.6287838816642761
0.01,0.053750292639180505,0.19609961657440222,-2.9608701619715285,0.24988841483195579,120.0,1,0.0,-0.506427371816952,-0.557913064956665
0.015,0.0606044545221117,0.39951976863085853,-2.9523088388578227,0.5058857642711856,120.0,1,0.0,-0.4381465055290846,-0.4699346423149109
0.02,0.0691435348756098,0.6423479206197038,-2.941761877770052,0.8074804788886808,120.0,1,0.0,-0.3704650068767507,-0.3889619708061218
0.025,0.07925015901846413,0.9087149581396743,-2.9294342079620117,1.1329584135550541,120.0,1,0.0,-0.311138476150108,-0.3218054175376892
0.03,0.0908104084133698,1.1868674257474676,-2.915527988809435,1.4661023005682967,120.0,1,0.0,-0.25388760975669145,-0.2595639228820801
0.035,0.10371430061811951,1.4681630390558933,-2.9002412573050806,1.7948876830550478,120.0,1,0.0,-0.18864475651851587,-0.1909315437078476
0.04,0.11785626688093151,1.7463168895294072,-2.88376663120304,2.1105023375090135,120.0,1,0.0,-0.12861313150541706,-0.1293293982744217
0.045,0.13313561859537737,2.0168359802876528,-2.8662900917851633,2.406608058233787,120.0,1,0.0,-0.09963548745565969,-0.09996716678142548
0.05,0.149456984352833,2.2765945709380424,-2.8479898805485186,2.6787830145691833,120.0,1,0.0,-0.10344801130796147,-0.10381941497325897
0.055,0.16673069526033174,2.523514216076305,-2.8290355462257635,2.9240978227591174,120.0,1,0.0,-0.0986053692703328,-0.09892682731151581
0.06,0.18487309683870962,2.756321207432155,-2.8095871737251628,3.1407900832070967,120.0,1,0.0,-0.0969116845085773,-0.09721679985523224
0.065,0.20380677005618344,2.9743609844930043,-2.789794816779389,3.3280111874353584,120.0,1,0.0,-0.09553788149088303,-0.09583015739917755
0.07,0.22346065052631325,3.1774543992434463,-2.769798143617446,3.4856262378652008,120.0,1,0.0,-0.09401297949714095,-0.09429143369197845
0.075,0.2437700422371218,3.3657848229390654,-2.7497262920536354,3.6140533364960494,120.0,1,0.0,-0.09233023497533822,-0.0925939530134201
0.08,0.2646765292018451,3.5398082027447173,-2.7296979188560084,3.7141325805625747,120.0,1,0.0,-0.09048359649079639,-0.09073175489902496
0.085,0.2861277942789079,3.700180500294703,-2.7098214193470054,3.787018095303279,120.0,1,0.0,-0.08846788311651833,-0.08869977295398712
0.09,0.30807735862189845,3.84769862907417,-2.690195287478771,3.834088546927612,120.0,1,0.0,-0.08627866795305718,-0.08649371564388275
0.095,0.3304842576597531,3.983252188955144,-2.670908584114468,3.8568730036074217,120.0,1,0.0,-0.08391343443142806,-0.08411122858524323
0.1,0.35331267031145464,4.107784093609085,-2.6520414815139604,3.856989920920713,120.0,1,0.0,-0.08137084138180127,-0.08155114948749542
0.105,0.37653151761430514,4.222258702791902,-2.633665854410211,3.8360975707159266,120.0,1,0.0,-0.07865176403619138,-0.0788145512342453
0.11,0.40011404546792123,4.327636392236452,-2.615845891843824,3.795854533224404,120.0,1,0.0,-0.07575900493378167,-0.07590444386005402
0.115,0.42403740414183383,4.424853686858146,-2.598638708421444,3.7378890282376678,120.0,1,0.0,-0.07269801246778283,-0.07282648980617523
0.12,0.4482822348857283,4.514808198839245,-2.582094938327492,3.663775942297247,120.0,1,0.0,-0.06947700846655622,-0.06958912312984467
0.125,0.47283227166615754,4.598347686324159,-2.5662592998480327,3.575020461420542,120.0,1,0.0,-0.06610664130848125,-0.06620319187641144
0.13,0.4976739639018826,4.6762626037645685,-2.5511711221081805,3.4730472700383626,120.0,1,0.0,-0.06260073597777813,-0.06268270313739777
0.135,0.5227961241817826,4.74928156460968,-2.5368648290526106,3.35919433952138,120.0,1,0.0,-0.05897579790997446,-0.05904431641101837
0.14,0.5481896033688091,4.818069187452265,-2.523370378378838,3.234710407419533,120.0,1,0.0,-0.05525069243991455,-0.055307015776634216
0.145,0.5738469942250675,4.883225849940512,-2.5107136551947984,3.100755339253282,120.0,1,0.0,-0.05144703514551363,-0.05149249732494354
